ts,y_true,mu_pred
2017-09-16 00:00:00+00:00,-0.004035102185124373,-0.004605612984671401
2017-09-17 00:00:00+00:00,0.08667866308976357,-0.004735777571288316
2017-09-18 00:00:00+00:00,-0.03146117590961239,-0.0005812121334361361
2017-09-19 00:00:00+00:00,-0.0025710509883740684,-0.0018433339607647158
2017-09-20 00:00:00+00:00,-0.07727155087775017,-0.0015051907999692972
2017-09-21 00:00:00+00:00,-0.003919037581148643,-0.003438109036502517
2017-09-22 00:00:00+00:00,0.04993804495479459,-0.003756733138592193
2017-09-23 00:00:00+00:00,-0.03225539775227659,-0.0027314262038926115
2017-09-24 00:00:00+00:00,0.06881435015317727,-0.005318153305617224
2017-09-25 00:00:00+00:00,-0.00984232163823151,-0.0028331907563267553
2017-09-26 00:00:00+00:00,0.07697582779445966,-0.0035756023203262085
2017-09-27 00:00:00+00:00,-0.004421877536707086,-0.0008878631003211452
2017-09-28 00:00:00+00:00,4.551339711689195e-05,-0.0015993666358687893
2017-09-29 00:00:00+00:00,0.04766837981567562,-0.003041637085455673
2017-09-30 00:00:00+00:00,-6.851669352769818e-06,-0.0012757348977558193
2017-10-01 00:00:00+00:00,0.0003470921929977777,-0.002456214453421787
2017-10-02 00:00:00+00:00,-0.016110820272698945,-0.0031875416152488015
2017-10-03 00:00:00+00:00,-0.02381022938315347,-0.0011912624887264816
2017-10-04 00:00:00+00:00,0.01972533141091759,-0.0022246924787820473
2017-10-05 00:00:00+00:00,0.01768114382587882,0.0014786839846698103
2017-10-06 00:00:00+00:00,0.012284048916891166,1.868540685453609e-05
2017-10-07 00:00:00+00:00,0.04789616735197377,-0.001404087787691371
2017-10-08 00:00:00+00:00,0.031179099162571333,-0.00035682067399307244
2017-10-09 00:00:00+00:00,-0.0008129563530729911,0.003589885938669594
2017-10-10 00:00:00+00:00,0.007990055511815086,0.0037448622746075492
2017-10-11 00:00:00+00:00,0.11886856938636647,0.004990437845858451
2017-10-12 00:00:00+00:00,0.039712871383231985,0.008220644281687572
2017-10-13 00:00:00+00:00,0.038200924931965474,0.009846551608800365
2017-10-14 00:00:00+00:00,-0.027635657908140487,0.012822018049433379
2017-10-15 00:00:00+00:00,0.008723674571092133,0.018790439122134323
2017-10-16 00:00:00+00:00,-0.029067605160104648,0.014277681524961758
2017-10-17 00:00:00+00:00,-0.014934922770700965,0.013209939439836808
2017-10-18 00:00:00+00:00,0.03069919784270958,0.012858332324173048
2017-10-19 00:00:00+00:00,0.055788795603346486,0.011052543122655177
2017-10-20 00:00:00+00:00,0.0024860876719667857,0.013867058332750625
2017-10-21 00:00:00+00:00,-0.01251791921478329,0.01403019183792291
2017-10-22 00:00:00+00:00,-0.005745868437010415,0.016119018665760553
2017-10-23 00:00:00+00:00,-0.07708572922167356,0.016060088638152108
2017-10-24 00:00:00+00:00,0.03814550742970724,0.011962547535685392
2017-10-25 00:00:00+00:00,0.02974311509579408,0.01423354447703971
2017-10-26 00:00:00+00:00,-0.015982318768058335,0.012973182055833801
2017-10-27 00:00:00+00:00,-0.008563420647035969,0.012775117632291
2017-10-28 00:00:00+00:00,0.0757897300728061,0.010015787037404043
2017-10-29 00:00:00+00:00,-0.008051803887525466,0.012603258250614147
2017-10-30 00:00:00+00:00,0.05444981374732727,0.012342054467238586
2017-10-31 00:00:00+00:00,0.04403835447006088,0.012560810400517671
2017-11-01 00:00:00+00:00,0.03862840827999392,0.01398162350178908
2017-11-02 00:00:00+00:00,0.01345048442070862,0.01521650466588573
2017-11-03 00:00:00+00:00,0.033453620671027195,0.01617009513986662
2017-11-04 00:00:00+00:00,-0.0016433030272473559,0.018017316109356318
2017-11-05 00:00:00+00:00,-0.053824455518293846,0.017328005321028416
2017-11-06 00:00:00+00:00,0.014820410222775138,0.01502137308411962
2017-11-07 00:00:00+00:00,0.03326809683819043,0.015103191190761039
2017-11-08 00:00:00+00:00,-0.031012727362719872,0.01463131794838093
2017-11-09 00:00:00+00:00,-0.08439704838016127,0.012625129995952182
2017-11-10 00:00:00+00:00,-0.04108629694447785,0.009928868962820303
2017-11-11 00:00:00+00:00,-0.07203131424835973,0.008345760819068918
2017-11-12 00:00:00+00:00,0.10679829704860033,0.0021877000566583953
2017-11-13 00:00:00+00:00,0.016716924399268862,0.004351746045863826
2017-11-14 00:00:00+00:00,0.09635643650597991,0.003658713770615548
2017-11-15 00:00:00+00:00,0.08272946804245684,0.007658458751716206
2017-11-16 00:00:00+00:00,-0.021243833177479132,0.01004574241208281
2017-11-17 00:00:00+00:00,0.008117174429253637,0.010298122153457826
2017-11-18 00:00:00+00:00,0.034947993076674067,0.011041738192166039
2017-11-19 00:00:00+00:00,0.021416203129678735,0.011178796102939087
2017-11-20 00:00:00+00:00,-0.011326691631509789,0.010070002797336901
2017-11-21 00:00:00+00:00,0.010586037483122368,0.009624429271418303
2017-11-22 00:00:00+00:00,-0.02291867001344805,0.010369718197157195
2017-11-23 00:00:00+00:00,0.01460727458464639,0.009815756855981787
2017-11-24 00:00:00+00:00,0.06677972550566658,0.012773595688443721
2017-11-25 00:00:00+00:00,0.048024628532681746,0.013697280142506926
2017-11-26 00:00:00+00:00,0.05560911173304817,0.014287006382406528
2017-11-27 00:00:00+00:00,0.025253557215590305,0.01659640736631319
2017-11-28 00:00:00+00:00,-0.021335852849880155,0.017687277619946293
2017-11-29 00:00:00+00:00,0.015474394704952488,0.014554194299859642
2017-11-30 00:00:00+00:00,0.09161987809224748,0.01531310393187506
2017-12-01 00:00:00+00:00,0.00987596270428881,0.016512138265582163
2017-12-02 00:00:00+00:00,0.024974751298586284,0.015410125627976612
2017-12-03 00:00:00+00:00,0.036372506113455216,0.014969685080189268
2017-12-04 00:00:00+00:00,0.010394874472355653,0.015709105134793996
2017-12-05 00:00:00+00:00,0.14680225025331062,0.014965274612256206
2017-12-06 00:00:00+00:00,0.20295221522828122,0.019753840847112916
2017-12-07 00:00:00+00:00,-0.04428199676509337,0.028036959258292755
2017-12-08 00:00:00+00:00,-0.08020587169774807,0.026130430000619577
2017-12-09 00:00:00+00:00,0.016505286547392473,0.022469979402686076
2017-12-10 00:00:00+00:00,0.10731786317757397,0.0240028185610768
2017-12-11 00:00:00+00:00,-0.014450448123927373,0.030187170546810194
2017-12-12 00:00:00+00:00,-0.019560099985030277,0.03104639147650537
2017-12-13 00:00:00+00:00,0.018641634950173014,0.03273901129145148
2017-12-14 00:00:00+00:00,0.07116547407737528,0.029895247997953827
2017-12-15 00:00:00+00:00,0.08535329760674237,0.03165165282627984
2017-12-16 00:00:00+00:00,-0.012783254721405513,0.031296712861788305
2017-12-17 00:00:00+00:00,-0.000199913724900469,0.02821565728876049
2017-12-18 00:00:00+00:00,-0.08641541756711746,0.028894493400133992
2017-12-19 00:00:00+00:00,-0.04773672736985368,0.025845054948638153
2017-12-20 00:00:00+00:00,-0.06232720654434054,0.023177805901975965
2017-12-21 00:00:00+00:00,-0.15060228417488197,0.020476405589910828
2017-12-22 00:00:00+00:00,-0.0019987530413327903,0.015983644540124627
2017-12-23 00:00:00+00:00,0.014925650216675024,0.015577683555464785
2017-12-24 00:00:00+00:00,0.014657971046752039,0.016798468079017144
2017-12-25 00:00:00+00:00,0.135612810748734,0.016800103448762486
2017-12-26 00:00:00+00:00,-0.014705070911332996,0.019020525553377562
2017-12-27 00:00:00+00:00,-0.08627408516599466,0.016996986861635154
2017-12-28 00:00:00+00:00,0.01378054307232901,0.012420109542311191
2017-12-29 00:00:00+00:00,-0.1448439630656395,0.012050012311883407
2017-12-30 00:00:00+00:00,0.0976713898061643,0.008065879724278266
2017-12-31 00:00:00+00:00,-0.02482822627531256,0.0107173956952851
2018-01-01 00:00:00+00:00,0.09239180672703995,0.00696100523181542
2018-01-02 00:00:00+00:00,0.016516890986130406,0.009622806651904167
2018-01-03 00:00:00+00:00,0.00934192500328912,0.009349972448276558
2018-01-04 00:00:00+00:00,0.11886894796584535,0.008478018218916361
2018-01-05 00:00:00+00:00,0.006429609063577146,0.011977181879996674
2018-01-06 00:00:00+00:00,-0.05538832719388509,0.00744903216419882
2018-01-07 00:00:00+00:00,-0.0803902390303346,-0.00088453372038719
2018-01-08 00:00:00+00:00,-0.03430346163979081,-0.0020493157289433587
2018-01-09 00:00:00+00:00,0.03460873212019244,-0.0005685928238479633
2018-01-10 00:00:00+00:00,-0.11868653745400337,1.5389291403648585e-05
2018-01-11 00:00:00+00:00,0.0371616133478323,-0.007275075245098846
2018-01-12 00:00:00+00:00,0.03363392751303351,-0.005610170036332405
2018-01-13 00:00:00+00:00,-0.05311056742925224,-0.003894233665427122
2018-01-14 00:00:00+00:00,0.004807722923947821,-0.0062088208389569684
2018-01-15 00:00:00+00:00,-0.21688030836860683,-0.008349393456809467
