ts,close,pos,dpos,ret_next,cost,pnl,equity
2017-09-16 00:00:00+00:00,3714.95,-1.0,0.0,-0.004035102185124373,0.0,0.004035102185124373,1.0040351021851244
2017-09-17 00:00:00+00:00,3699.99,-1.0,0.0,0.08667866308976357,0.0,-0.08667866308976357,0.9170066818325237
2017-09-18 00:00:00+00:00,4035.01,-1.0,0.0,-0.03146117590961239,0.0,0.03146117590961239,0.9458567903599466
2017-09-19 00:00:00+00:00,3910.04,-1.0,0.0,-0.0025710509883740684,0.0,0.0025710509883740684,0.9482886363956619
2017-09-20 00:00:00+00:00,3900.0,-1.0,0.0,-0.07727155087775017,0.0,0.07727155087775017,1.0215643700097017
2017-09-21 00:00:00+00:00,3609.99,-1.0,0.0,-0.003919037581148643,0.0,0.003919037581148643,1.0255679191673321
2017-09-22 00:00:00+00:00,3595.87,-1.0,0.0,0.04993804495479459,0.0,-0.04993804495479459,0.9743530623157588
2017-09-23 00:00:00+00:00,3780.0,-1.0,0.0,-0.03225539775227659,0.0,0.03225539775227659,1.0057812078919024
2017-09-24 00:00:00+00:00,3660.02,-1.0,0.0,0.06881435015317727,0.0,-0.06881435015317727,0.9365690276745434
2017-09-25 00:00:00+00:00,3920.75,-1.0,0.0,-0.00984232163823151,0.0,0.00984232163823151,0.9457870412813221
2017-09-26 00:00:00+00:00,3882.35,-1.0,0.0,0.07697582779445966,0.0,-0.07697582779445966,0.8729843008614195
2017-09-27 00:00:00+00:00,4193.0,-1.0,0.0,-0.004421877536707086,0.0,0.004421877536707086,0.8768445305312966
2017-09-28 00:00:00+00:00,4174.5,-1.0,0.0,4.551339711689195e-05,0.0,-4.551339711689195e-05,0.8768046223579687
2017-09-29 00:00:00+00:00,4174.69,-1.0,0.0,0.04766837981567562,0.0,-0.04766837981567562,0.835008766595269
2017-09-30 00:00:00+00:00,4378.51,-1.0,0.0,-6.851669352769818e-06,0.0,6.851669352769818e-06,0.8350144877992444
2017-10-01 00:00:00+00:00,4378.48,-1.0,0.0,0.0003470921929977777,0.0,-0.0003470921929977777,0.8347246607894893
2017-10-02 00:00:00+00:00,4380.0,-1.0,0.0,-0.016110820272698945,0.0,0.016110820272698945,0.8481727597766583
2017-10-03 00:00:00+00:00,4310.0,-1.0,0.0,-0.02381022938315347,0.0,0.02381022938315347,0.8683679477434828
2017-10-04 00:00:00+00:00,4208.59,-1.0,0.0,0.01972533141091759,0.0,-0.01972533141091759,0.8512391021876242
2017-10-05 00:00:00+00:00,4292.43,1.0,2.0,0.01768114382587882,0.0006000000000000001,0.01708114382587882,0.8657792397223031
2017-10-06 00:00:00+00:00,4369.0,1.0,0.0,0.012284048916891166,0.0,0.012284048916891166,0.8764145142542807
2017-10-07 00:00:00+00:00,4423.0,-1.0,2.0,0.04789616735197377,0.0006000000000000001,-0.048496167351973776,0.8339117693013063
2017-10-08 00:00:00+00:00,4640.0,-1.0,0.0,0.031179099162571333,0.0,-0.031179099162571333,0.8079111515534255
2017-10-09 00:00:00+00:00,4786.95,1.0,2.0,-0.0008129563530729911,0.0006000000000000001,-0.0014129563530729911,0.8067696083591196
2017-10-10 00:00:00+00:00,4783.06,1.0,0.0,0.007990055511815086,0.0,0.007990055511815086,0.8132157423151543
2017-10-11 00:00:00+00:00,4821.43,1.0,0.0,0.11886856938636647,0.0,0.11886856938636647,0.9098815342066287
2017-10-12 00:00:00+00:00,5430.0,1.0,0.0,0.039712871383231985,0.0,0.039712871383231985,0.9460155425485542
2017-10-13 00:00:00+00:00,5649.98,1.0,0.0,0.038200924931965474,0.0,0.038200924931965474,0.9821542112739241
2017-10-14 00:00:00+00:00,5869.99,1.0,0.0,-0.027635657908140487,0.0,-0.027635657908140487,0.9550117334781184
2017-10-15 00:00:00+00:00,5709.99,1.0,0.0,0.008723674571092133,0.0,0.008723674571092133,0.9633429450525561
2017-10-16 00:00:00+00:00,5760.02,1.0,0.0,-0.029067605160104648,0.0,-0.029067605160104648,0.9353408726919961
2017-10-17 00:00:00+00:00,5595.0,1.0,0.0,-0.014934922770700965,0.0,-0.014934922770700965,0.9213716289940611
2017-10-18 00:00:00+00:00,5512.06,1.0,0.0,0.03069919784270958,0.0,0.03069919784270958,0.9496569989192094
2017-10-19 00:00:00+00:00,5683.9,1.0,0.0,0.055788795603346486,0.0,0.055788795603346486,1.0026372191252007
2017-10-20 00:00:00+00:00,6010.01,1.0,0.0,0.0024860876719667857,0.0,0.0024860876719667857,1.0051298631551229
2017-10-21 00:00:00+00:00,6024.97,1.0,0.0,-0.01251791921478329,0.0,-0.01251791921478329,0.9925477287277809
2017-10-22 00:00:00+00:00,5950.02,1.0,0.0,-0.005745868437010415,0.0,-0.005745868437010415,0.9868446800610575
2017-10-23 00:00:00+00:00,5915.93,1.0,0.0,-0.07708572922167356,0.0,-0.07708572922167356,0.9107730382700218
2017-10-24 00:00:00+00:00,5477.03,1.0,0.0,0.03814550742970724,0.0,0.03814550742970724,0.9455149379681279
2017-10-25 00:00:00+00:00,5689.99,1.0,0.0,0.02974311509579408,0.0,0.02974311509579408,0.9736374975929065
2017-10-26 00:00:00+00:00,5861.77,1.0,0.0,-0.015982318768058335,0.0,-0.015982318768058335,0.958076512741842
2017-10-27 00:00:00+00:00,5768.83,1.0,0.0,-0.008563420647035969,0.0,-0.008563420647035969,0.9498721005511883
2017-10-28 00:00:00+00:00,5719.64,1.0,0.0,0.0757897300728061,0.0,0.0757897300728061,1.0218626506556523
2017-10-29 00:00:00+00:00,6169.98,1.0,0.0,-0.008051803887525466,0.0,-0.008051803887525466,1.013634812992586
2017-10-30 00:00:00+00:00,6120.5,1.0,0.0,0.05444981374732727,0.0,0.05444981374732727,1.0688270397678392
2017-10-31 00:00:00+00:00,6463.0,1.0,0.0,0.04403835447006088,0.0,0.04403835447006088,1.1158964238123212
2017-11-01 00:00:00+00:00,6753.98,1.0,0.0,0.03862840827999392,0.0,0.03862840827999392,1.1590017264695287
2017-11-02 00:00:00+00:00,7019.98,1.0,0.0,0.01345048442070862,0.0,0.01345048442070862,1.1745908611349816
2017-11-03 00:00:00+00:00,7115.04,1.0,0.0,0.033453620671027195,0.0,0.033453620671027195,1.2138851782470463
2017-11-04 00:00:00+00:00,7357.09,1.0,0.0,-0.0016433030272473559,0.0,-0.0016433030272473559,1.2118903970589023
2017-11-05 00:00:00+00:00,7345.01,1.0,0.0,-0.053824455518293846,0.0,-0.053824455518293846,1.146661056289358
2017-11-06 00:00:00+00:00,6960.12,1.0,0.0,0.014820410222775138,0.0,0.014820410222775138,1.163655043530047
2017-11-07 00:00:00+00:00,7064.04,1.0,0.0,0.03326809683819043,0.0,0.03326809683819043,1.2023676322044534
2017-11-08 00:00:00+00:00,7303.0,1.0,0.0,-0.031012727362719872,0.0,-0.031012727362719872,1.1650789326371376
2017-11-09 00:00:00+00:00,7079.99,1.0,0.0,-0.08439704838016127,0.0,-0.08439704838016127,1.0667497095926544
2017-11-10 00:00:00+00:00,6506.98,1.0,0.0,-0.04108629694447785,0.0,-0.04108629694447785,1.022920914258895
2017-11-11 00:00:00+00:00,6245.05,1.0,0.0,-0.07203131424835973,0.0,-0.07203131424835973,0.9492385764326932
2017-11-12 00:00:00+00:00,5811.03,1.0,0.0,0.10679829704860033,0.0,0.10679829704860033,1.0506156398885425
2017-11-13 00:00:00+00:00,6465.99,1.0,0.0,0.016716924399268862,0.0,0.016716924399268862,1.0681787021132487
2017-11-14 00:00:00+00:00,6574.99,1.0,0.0,0.09635643650597991,0.0,0.09635643650597991,1.171104595400464
2017-11-15 00:00:00+00:00,7240.06,1.0,0.0,0.08272946804245684,0.0,0.08272946804245684,1.267989455600021
2017-11-16 00:00:00+00:00,7864.5,1.0,0.0,-0.021243833177479132,0.0,-0.021243833177479132,1.2410524991344516
2017-11-17 00:00:00+00:00,7699.19,1.0,0.0,0.008117174429253637,0.0,0.008117174429253637,1.2511263387457872
2017-11-18 00:00:00+00:00,7761.94,1.0,0.0,0.034947993076674067,0.0,0.034947993076674067,1.2948506933703194
2017-11-19 00:00:00+00:00,8038.0,1.0,0.0,0.021416203129678735,0.0,0.021416203129678735,1.3225814788421435
2017-11-20 00:00:00+00:00,8212.0,1.0,0.0,-0.011326691631509789,0.0,-0.011326691631509789,1.3076010062737524
2017-11-21 00:00:00+00:00,8119.51,1.0,0.0,0.010586037483122368,0.0,0.010586037483122368,1.3214433195391349
2017-11-22 00:00:00+00:00,8205.92,1.0,0.0,-0.02291867001344805,0.0,-0.02291867001344805,1.291157596157142
2017-11-23 00:00:00+00:00,8019.99,1.0,0.0,0.01460727458464639,0.0,0.01460727458464639,1.3100178896962613
2017-11-24 00:00:00+00:00,8138.0,1.0,0.0,0.06677972550566658,0.0,0.06677972550566658,1.3975005247776902
2017-11-25 00:00:00+00:00,8700.01,1.0,0.0,0.048024628532681746,0.0,0.048024628532681746,1.4646149683543666
2017-11-26 00:00:00+00:00,9128.02,1.0,0.0,0.05560911173304817,0.0,0.05560911173304817,1.5460609057754793
2017-11-27 00:00:00+00:00,9650.0,1.0,0.0,0.025253557215590305,0.0,0.025253557215590305,1.5851044433182677
2017-11-28 00:00:00+00:00,9896.8,1.0,0.0,-0.021335852849880155,0.0,-0.021335852849880155,1.551284888163938
2017-11-29 00:00:00+00:00,9687.88,1.0,0.0,0.015474394704952488,0.0,0.015474394704952488,1.5752900828232148
2017-11-30 00:00:00+00:00,9838.96,1.0,0.0,0.09161987809224748,0.0,0.09161987809224748,1.719617968171404
2017-12-01 00:00:00+00:00,10782.99,1.0,0.0,0.00987596270428881,0.0,0.00987596270428881,1.7366008510906898
2017-12-02 00:00:00+00:00,10890.01,1.0,0.0,0.024974751298586284,0.0,0.024974751298586284,1.7799720254515932
2017-12-03 00:00:00+00:00,11165.41,1.0,0.0,0.036372506113455216,0.0,0.036372506113455216,1.8447140688291106
2017-12-04 00:00:00+00:00,11579.0,1.0,0.0,0.010394874472355653,0.0,0.010394874472355653,1.8638896400119775
2017-12-05 00:00:00+00:00,11699.99,1.0,0.0,0.14680225025331062,0.0,0.14680225025331062,2.137512833389569
2017-12-06 00:00:00+00:00,13550.05,1.0,0.0,0.20295221522828122,0.0,0.20295221522828122,2.571325798004862
2017-12-07 00:00:00+00:00,16599.0,1.0,0.0,-0.04428199676509337,0.0,-0.04428199676509337,2.4574623573356096
2017-12-08 00:00:00+00:00,15880.0,1.0,0.0,-0.08020587169774807,0.0,-0.08020587169774807,2.2603594468011043
2017-12-09 00:00:00+00:00,14656.07,1.0,0.0,0.016505286547392473,0.0,0.016505286547392473,2.2976673271706622
2017-12-10 00:00:00+00:00,14899.98,1.0,0.0,0.10731786317757397,0.0,0.10731786317757397,2.5442480750155454
